plot;date;plant;L;l;surfaceF;surfaceST;N_aphid;time;t0;t1;t2;t3;t4;t5;t6;t7;t8;t9;t10;t11;add changes;avg_inact;avg_walk;avg_tend;tot_ant;tot_exp;
Om-02;09.08.2018;Alpha;18;59;1;0;31;11h41;9;9;9;9;9;9;8;9;7;8;8;8;0;kA;kA;kA;9;0;
Om-02;09.08.2018;Alpha;18;59;1;0;31;11h43;8;8;8;8;8;8;8;8;7;7;7;8;0;kA;kA;kA;9;1;
Om-02;09.08.2018;Alpha;18;59;1;0;31;11h45;8;8;8;8;8;8;8;8;8;8;8;8;0;kA;kA;kA;8;0;
Om-02_ext;20.08.2018;Beta;49;42;1;0;37;11h24;7;8;8;8;8;8;8;8;9;9;9;9;0;0;1;7;10;2;
Om-02_ext;20.08.2018;Beta;49;42;1;0;37;11h38;8;8;7;9;9;9;9;9;8;10;10;10;0;0;4;5;10;1;
Om-02_ext;20.08.2018;Beta;49;42;1;0;37;11h43;10;10;10;10;10;10;11;11;11;11;12;12;0;1;3;7;12;1;
Om-02_ext;20.08.2018;Beta;49;42;1;0;37;11h52;12;12;12;12;12;12;11;11;11;11;11;10;0;1;3;7;13;2;
Om-02_ext;20.08.2018;Beta;49;42;1;0;37;12h00;11;12;11;11;11;11;12;12;12;12;12;12;0;0;3;9;13;0;one standing on a leave
Om-02_ext;23.08.2018;Beta;55;76;1;0;68;11h23;16;16;16;15;15;16;16;16;17;17;16;16;0;1;6;9;19;3;
Om-02_ext;23.08.2018;Beta;55;76;1;0;68;11h37;15;19;17;17;19;19;18;19;19;19;18;18;0;1;8;9;20;1;
Om-02_ext;23.08.2018;Beta;55;76;1;0;68;11h45;15;15;14;15;15;15;14;14;14;14;14;14;0;1;7;6;15;0;
Om-02_ext;23.08.2018;Beta;55;76;1;0;68;11h54;16;16;16;15;16;15;15;15;15;15;15;15;0;2;4;9;15;0;
Om-02_ext;23.08.2018;Beta;55;76;1;0;68;12h01;15;14;15;14;14;14;14;14;13;13;13;13;0;5;1;8;15;1;
Om-02_ext;26.08.2018;Beta;54;56;1;0;144;11h20;16;14;14;15;15;17;16;15;15;16;16;16;4;0;8;8;19;3;
Om-02_ext;26.08.2018;Beta;54;56;1;0;144;11h32;15;14;15;14;15;14;15;15;15;15;16;15;0;0;6;9;18;1;
Om-02_ext;26.08.2018;Beta;54;56;1;0;144;11h40;16;15;16;17;18;16;17;18;17,5;16;17;18;2;0;9;8;19;2;
Om-02_ext;26.08.2018;Beta;54;56;1;0;144;11h49;kA;19;16;15;16;18;19;18;18;17;16;16;4;0;9;8;22;4;
Om-02_ext;26.08.2018;Beta;54;56;1;0;144;11h58;15;15;12;13;14;14;14;14;13;14;13;13;0;0;4;10;16;1;
Om-02_ext;01.09.2018;Ceta;49;61;1;0;37;11h15;5;5;5;5;5;5;5;5;5;5;5;5;0;0;3;2;7;2;
Om-02_ext;01.09.2018;Ceta;49;61;1;0;37;11h22;5;5;5;5;5;5;5;5;5;5;5;5;0;1;1;2;6;1;
Om-02_ext;01.09.2018;Ceta;49;61;1;0;37;11h31;6;6;6;6;6;6;6;6;6;6;6;6;0;1;1;3;6;0;
Om-02_ext;01.09.2018;Ceta;49;61;1;0;37;11h38;7;7;7;7;7;7;7;7;7;7;7;7;0;1;2;4;7;0;
Om-02_ext;01.09.2018;Ceta;49;61;1;0;37;11h47;6;6;6;6;6;6;6;6;6;6;6;6;0;2;1;3;7;1;
Nh-05_ext;05.08.2018;Alpha;79;56;1;0;45;11h38;9;9;9;9;9;9;8;8;8;8;8;8;0;kA;2;kA;9;1;
Nh-05_ext;05.08.2018;Alpha;79;56;1;0;45;11h40;8;8;8;8;8;8;8;8;8;8;8;8;0;kA;2;kA;9;1;
Nh-05_ext;05.08.2018;Alpha;79;56;1;0;45;11h42;8;8;8;8;8;8;8;8;8;8;8;8;0;kA;2;kA;9;1;
Nh-05_ext;05.08.2018;Alpha;79;56;1;0;45;1h44;8;8;8;8;8;8;8;8;8;8;8;8;0;kA;2;kA;9;1;
Nh-05_ext;05.08.2018;Alpha;79;56;1;0;45;11h46;8;8;8;8;8;8;8;8;8;8;8;8;0;kA;2;kA;10;2;
Nh-05_ext;10.08.2018;Alpha;69;83;1;0;16;11h30;5;5;5;5;5;5;5;5;5;5;5;5;0;kA;1;kA;6;1;
Nh-05_ext;10.08.2018;Alpha;69;83;1;0;16;11h33;5;5;5;5;5;5;5;5;5;5;5;5;0;kA;1;kA;6;1;
Nh-05_ext;10.08.2018;Alpha;69;83;1;0;16;11h36;5;5;5;5;5;5;5;5;5;5;5;5;0;kA;0;kA;6;1;
Nh-05_ext;10.08.2018;Alpha;69;83;1;0;16;11h39;5;5;5;5;5;5;5;5;5;5;5;5;0;kA;0;kA;5;0;
Nh-05_ext;10.08.2018;Alpha;69;83;1;0;16;11h42;5;5;5;5;5;5;5;5;5;5;5;5;0;kA;0;kA;5;0;
Nh-05_ext;14.08.2018;Alpha;53;62;1;0;7;11h40;5;6;6;6;6;6;6;6;6;6;6;6;0;kA;1;kA;9;0;
Nh-05_ext;14.08.2018;Alpha;53;62;1;0;7;11h42;6;6;6;6;6;6;6;6;6;6;6;6;0;kA;1;kA;9;1;
Nh-05_ext;14.08.2018;Alpha;53;62;1;0;7;11h44;6;6;6;6;6;6;6;6;6;6;6;6;0;kA;1;kA;9;0;
Nh-05_ext;14.08.2018;Alpha;53;62;1;0;7;11h46;6;6;6;6;6;6;6;6;6;6;6;6;0;kA;1;kA;9;1;
Nh-05_ext;14.08.2018;Alpha;53;62;1;0;7;11h48;6;6;6;6;6;6;6;6;6;6;6;6;0;kA;1;kA;9;0;
Nh-05_ext;19.08.2018;Alpha;82;98;1;1;10;11h04;7;7;7;7;7;7;6;7;8;8;8;8;0;0;5;2;11;4;
Nh-05_ext;19.08.2018;Alpha;82;98;1;1;10;11h15;8;8;8;8;8;8;8;8;8;8;8;8;0;0;4;4;12;4;
Nh-05_ext;19.08.2018;Alpha;82;98;1;1;10;11h33;9;9;8;8;8;8;8;8;8;9;9;9;0;0;4;4;12;1;
Nh-05_ext;19.08.2018;Alpha;82;98;1;1;10;11h40;5;5;5;5;5;5;5;5;5;5;5;5;0;0;2;3;10;2;
Nh-05_ext;19.08.2018;Alpha;82;98;1;1;10;11h47;5;5;5;5;5;5;5;5;5;5;5;5;0;0;0;5;6;0;
