plot;date;plant;indv;rec;rec_1;rec_2;act_fl;act_st;act_le;act_c;L_act;ant;aphid;switch;no;steps;walk;exp;act_level;left;random;
Oh-02_ext;15.08.2018;Beta;B;C73;1;0;1;0;0;1;4;kA;kA;1;0;1;1;0;2;0;0;
Oh-02_ext;15.08.2018;Beta;C;C74;1;0;1;0;0;1;4;kA;kA;1;0;1;0;0;2;0;0;
Oh-02_ext;15.08.2018;Beta;D;C75;1;0;1;0;0;1;2;kA;2;0;0;0;1;0;2;0;0;
Oh-02_ext;15.08.2018;Beta;E;C76;1;0;1;1;1;1;kA;3;2;0;0;1;0;1;2;1;0;
Oh-02_ext;15.08.2018;Beta;F;C77;1;0;1;0;0;1;3;kA;kA;0;0;1;1;0;2;0;0;
Oh-02_ext;20.08.2018;Beta;A;D78;1;0;1;0;0;1;1;6;6;0;0;1;0;0;1;0;0;
Oh-02_ext;20.08.2018;Beta;B;D79;1;0;1;1;1;0;40;1;0;0;0;0;0;1;2;0;0;
Oh-02_ext;20.08.2018;Beta;C;D81;1;0;1;1;1;1;6;4;5;1;0;1;1;0;2;0;0;
Oh-02_ext;20.08.2018;Beta;D;D82;1;0;1;0;0;1;4;6;4;0;0;1;0;0;1;0;0;
Oh-02_ext;20.08.2018;Beta;E;D84;1;0;1;0;0;1;2;4;8;0;0;1;1;0;2;0;0;
Oh-02_ext;20.08.2018;Beta;F;D86;1;0;1;0;0;1;1;4;8;0;1;1;0;0;1;0;0;
Oh-02_ext;26.08.2018;Ceta;A;E93;1;0;1;0;0;1;1;3;15;0;1;0;0;0;2;0;0;
Oh-02_ext;26.08.2018;Ceta;B;E94;1;0;1;0;0;1;2;6;35;0;1;1;0;0;2;0;0;
Oh-02_ext;26.08.2018;Ceta;C;E96;1;0;1;0;0;1;2;2;6;0;0;1;0;0;2;0;0;
Oh-02_ext;26.08.2018;Ceta;D;E98;1;0;1;1;1;1;20;1;3;0;0;0;1;1;3;0;0;
Oh-02_ext;26.08.2018;Ceta;E;E100;1;0;1;1;1;1;20;1;2;0;0;0;0;1;3;0;0;
Oh-02_ext;01.09.2018;Delta;A;C122;1;0;1;0;0;1;1;4;4;0;1;1;0;0;1;0;0;
Oh-02_ext;01.09.2018;Delta;B;C123;1;0;1;0;0;1;5;3;50;0;0;1;0;0;2;0;0;
Oh-02_ext;01.09.2018;Delta;C;C125;1;0;0;1;0;1;6;3;10;0;0;1;0;0;2;0;0;
Oh-02_ext;01.09.2018;Delta;D;C126;1;0;1;1;0;1;7;1;10;0;0;0;1;0;2;0;0;
Oh-02_ext;01.09.2018;Delta;E;C128;1;0;0;1;1;1;30;0;4;0;0;0;0;1;3;0;0;
Oh-02_ext;01.09.2018;Delta;F;C129;1;0;1;1;1;1;40;0;2;0;0;0;0;1;2;0;0;
Oh-02_ext;01.09.2018;Delta;G;C130;1;0;0;1;0;1;5;3;20;0;0;1;0;0;2;0;0;
Om-02;04.08.2018;Alpha;A;A84;0;1;1;0;0;1;2;2;kA;0;0;0;1;0;3;0;0;
Om-02;04.08.2018;Alpha;B;A85;0;1;1;0;0;1;2;2;kA;0;0;1;1;0;2;0;0;
Om-02;04.08.2018;Alpha;C;A86;0;1;1;1;1;1;10;ka;kA;0;0;0;1;1;3;0;0;
Om-02;04.08.2018;Alpha;D;A87;0;1;1;0;0;1;3;2;kA;0;0;1;1;0;2;0;0;
Om-02;09.08.2018;Alpha;A;B61;0;1;1;0;0;1;4;kA;kA;0;0;1;1;0;2;0;0;
Om-02;09.08.2018;Alpha;B;B62;0;1;1;1;1;1;kA;kA;kA;0;0;0;1;1;2;1;0;
Om-02;09.08.2018;Alpha;C;B63;0;1;1;1;0;1;10;kA;kA;0;0;0;1;1;2;0;0;
Om-02;09.08.2018;Alpha;D;B64;0;1;1;1;1;1;15;kA;kA;0;0;0;1;1;2;0;0;
Om-02;09.08.2018;Alpha;E;B65;0;1;1;1;0;1;kA;kA;kA;0;0;1;1;0;2;1;0;
Om-02;09.08.2018;Alpha;F;B66;0;1;1;1;1;1;kA;kA;kA;0;0;1;1;0;2;1;0;
Om-02;09.08.2018;Alpha;G;B67;0;1;1;0;0;1;4;kA;kA;0;0;1;1;0;2;0;0;
Om-02_ext;20.08.2018;Beta;A;D89;0;1;1;0;0;1;2;3;9;0;0;1;0;0;2;0;0;
Om-02_ext;20.08.2018;Beta;B;D90;0;1;1;1;0;0;5;0;0;0;0;0;0;1;3;0;0;
Om-02_ext;20.08.2018;Beta;C;D92;0;1;1;1;1;1;20;1;3;0;0;0;1;1;3;0;0;
Om-02_ext;20.08.2018;Beta;D;D94;0;1;1;0;0;1;4;3;15;0;0;1;0;0;3;0;0;
Om-02_ext;20.08.2018;Beta;E;D96;0;1;1;1;1;0;10;0;0;0;0;0;0;1;3;0;0;
Om-02_ext;20.08.2018;Beta;F;D97;0;1;1;1;1;1;kA;2;0;0;0;0;1;0;2;1;0;
Om-02_ext;23.08.2018;Beta;A;E41;0;1;1;0;0;1;2;4;35;0;0;1;0;0;2;0;0;
Om-02_ext;23.08.2018;Beta;B;E42;0;1;1;1;1;0;20;1;0;0;0;0;0;1;3;0;0;
Om-02_ext;23.08.2018;Beta;C;E44;0;1;1;0;0;1;2;3;15;0;0;1;0;0;2;0;0;
Om-02_ext;23.08.2018;Beta;D;E46;0;1;1;1;1;1;40;1;3;0;0;0;0;1;2;0;0;
Om-02_ext;23.08.2018;Beta;E;E48;0;1;1;0;0;1;2;3;30;0;1;1;0;0;1;0;0;
Om-02_ext;26.08.2018;Beta;A;E103;0;1;1;0;0;1;1;2;20;0;1;1;0;0;2;0;0;
Om-02_ext;26.08.2018;Beta;B;E104;0;1;1;0;0;1;2;2;15;0;0;1;1;0;2;0;0;lacks a leg
Om-02_ext;26.08.2018;Beta;C;E106;0;1;1;1;1;1;5;3;6;0;0;0;1;1;3;0;0;
Om-02_ext;26.08.2018;Beta;D;E108;0;1;1;1;1;0;10;2;0;0;0;0;1;1;3;0;0;
Om-02_ext;26.08.2018;Beta;E;E110;0;1;1;0;0;1;2;3;25;0;1;1;0;0;2;0;0;
Om-02_ext;01.09.2018;Ceta;A;C134;0;1;1;0;0;1;2;1;4;0;1;1;0;0;2;0;0;
Om-02_ext;01.09.2018;Ceta;B;C135;0;1;1;1;1;0;10;0;0;0;0;0;0;1;2;0;0;
Om-02_ext;01.09.2018;Ceta;C;C137;0;1;1;0;0;1;1;2;15;0;0;1;0;0;2;0;0;
Om-02_ext;01.09.2018;Ceta;D;C139;0;1;1;0;0;1;1;2;9;0;1;0;0;0;2;0;0;
Om-02_ext;01.09.2018;Ceta;E;C141;0;1;1;1;1;1;40;0;2;0;0;0;0;1;2;0;0;
Nh-05_ext;05.08.2018;Alpha;A;A95;0;1;1;0;0;1;1;1;15;0;0;1;0;0;1;0;0;
Nh-05_ext;05.08.2018;Alpha;B;A96;0;1;1;0;0;1;2;1;15;0;0;1;1;0;1;0;0;
Nh-05_ext;05.08.2018;Alpha;C;A97;0;1;1;0;0;1;6;kA;40;1;0;0;1;0;2;0;0;
Nh-05_ext;05.08.2018;Alpha;D;A98;0;1;1;0;0;1;5;kA;kA;k;0;1;1;0;1;0;0;
Nh-05_ext;05.08.2018;Alpha;E;A99;0;1;1;1;1;1;10;0;1;0;0;0;1;1;1;0;0;
Nh-05_ext;05.08.2018;Alpha;F;A100;0;1;1;0;0;1;5;kA;kA;0;0;0;1;1;1;0;0;
Nh-05_ext;10.08.2018;Alpha;A;B73;0;1;1;1;1;1;10;0;1;0;0;0;1;1;2;0;0;
Nh-05_ext;10.08.2018;Alpha;B;B74;0;1;1;0;0;1;1;kA;4;0;1;0;0;0;1;0;0;
Nh-05_ext;10.08.2018;Alpha;C;B75;0;1;1;1;1;1;10;kA;2;1;0;0;1;0;2;0;0;
Nh-05_ext;10.08.2018;Alpha;D;B76;0;1;1;0;0;1;2;kA;1;0;0;1;0;0;2;0;0;
Nh-05_ext;10.08.2018;Alpha;E;B77;0;1;1;1;1;1;6;1;kA;0;0;0;1;1;2;0;0;
Nh-05_ext;10.08.2018;Alpha;F;B78;0;1;1;0;0;1;3;kA;1;0;0;1;1;0;2;0;0;
Nh-05_ext;14.08.2018;Alpha;A;C61;0;1;1;1;1;0;40;0;0;0;0;0;0;1;3;0;0;
Nh-05_ext;14.08.2018;Alpha;B;C62;0;1;1;1;1;1;kA;kA;kA;0;0;0;0;1;2;1;0;
Nh-05_ext;14.08.2018;Alpha;C;C63;0;1;0;0;1;1;1;0;1;0;1;1;0;0;2;0;0;
Nh-05_ext;14.08.2018;Alpha;D;C64;0;1;1;1;1;1;10;kA;kA;0;0;0;1;1;2;0;0;
Nh-05_ext;14.08.2018;Alpha;E;C65;0;1;1;0;0;1;1;0;3;0;1;0;0;0;2;0;0;
Nh-05_ext;14.08.2018;Alpha;F;C66;0;1;1;0;0;1;2;2;kA;1;0;1;1;0;2;0;0;
Nh-05_ext;19.08.2018;Alpha;A;D69;0;1;0;1;1;1;10;1;7;1;0;0;1;0;2;0;0;
Nh-05_ext;19.08.2018;Alpha;B;D70;0;1;1;0;0;1;1;0;2;0;0;1;0;0;1;0;0;
Nh-05_ext;19.08.2018;Alpha;C;D72;0;1;0;1;1;1;5;2;5;0;0;1;1;0;1;0;0;
Nh-05_ext;19.08.2018;Alpha;D;D73;0;1;1;1;1;1;40;5;1;1;0;0;1;1;2;0;0;
Nh-05_ext;19.08.2018;Alpha;E;D76;0;1;0;1;1;1;40;0;2;0;0;0;1;1;2;0;0;
